"SEN","06/12/2018","16","2737.2348","753.9016","1.0192","2307.1745","18673.4442","320.6208","607.7456","2346.5381","1546.6919","5010.7496","1713.823"
"SEN","06/12/2018","17","2739.705","520.9349","1.1567","2303.7741","18607.2564","269.0954","607.172","2766.6179","1546.3208","5023.5236","1719.1147"
"SEN","06/12/2018","18","2671.2319","91.3817","1.1953","2303.4224","18813.001","279.5874","607.8105","3487.4379","1546.5013","5067.7516","1730.0998"
"SEN","06/12/2018","19","2656.3407","0.8618","0.9462","2307.147","19066.0844","286.9312","607.8516","4504.2022","1546.6446","5151.2055","1746.9846"
"SEN","06/12/2018","20","2562.9442","0","0.8305","2309.5096","19361.527","291.7335","609.4242","4698.252","1545.7369","5169.8614","1751.892"
"SEN","06/12/2018","21","2562.5196","0","0.904","2310.2066","19633.5999","290.9592","608.7116","3960.4137","1544.9867","5223.6435","1744.924"
"SEN","06/12/2018","22","2540.4476","0","0.6863","2309.8238","19855.6549","282.2471","607.3377","2658.8098","1544.1062","5195.9964","1743.8652"
"SEN","06/12/2018","23","2676.8314","0","0.4205","2311.03","19015.9402","280.5029","609.9669","2433.3471","1543.7788","4422.4176","1739.9057"
"SEN","06/12/2018","24","2650.6805","0","0.9421","2194.7139","18317.3924","267.2458","602.4015","2075.0595","1542.9407","3847.3386","1771.1451"
"SEN","07/12/2018","1","2523.1901","0","1.1769","1832.1307","18061.669","270.2381","587.2881","1299.4786","1542.5878","3578.7119","1779.943"
"SEN","07/12/2018","2","2469.2897","0","0.5071","1793.2737","17550.4212","273.0401","598.2366","924.9932","1543.0808","3485.6447","1667.065"
"SEN","07/12/2018","3","2666.6333","0","0.4384","1662.8453","17052.4845","267.6863","603.0186","817.7658","1542.8182","3466.2442","1637.8751"
"SEN","07/12/2018","4","2723.6854","0","0.4526","1620.0738","16557.8954","269.3785","604.2632","932.7049","1542.1722","3494.665","1637.3778"
"SEN","07/12/2018","5","2650.534","0","0.4819","1608.5876","16893.4778","272.0068","608.0498","875.7391","1542.0569","3511.237","1638.7944"
"SEN","07/12/2018","6","2588.186","0","0.4606","1725.9777","17519.446","272.9482","610.3741","953.4256","1541.2293","3620.7262","1625.2956"
"SEN","07/12/2018","7","2459.4537","0.0264","0.5009","2387.213","17835.2101","277.8424","605.1258","1007.164","1541.3606","4101.674","1750.6497"
"SEN","07/12/2018","8","2600.0517","41.7821","0.5117","2460.0149","18390.924","269.6184","604.9967","1055.5802","1541.3749","4176.6171","1748.7596"
"SEN","07/12/2018","9","2709.1351","304.8339","0.617","2399.5266","18702.2821","272.3585","601.0277","1220.0831","1540.929","4383.1659","1754.1668"
"SEN","07/12/2018","10","2684.2791","516.3248","0.6916","2427.6549","19018.0415","275.7394","594.9736","1436.9397","1540.2423","4718.9284","1770.9838"
"SEN","07/12/2018","11","2647.3708","646.3685","0.6891","2407.6931","19106.1267","295.4327","595.1016","1313.3074","1539.492","4823.5432","1740.5474"
