"SEN","14/01/2019","3","2592.982","0","24.4064","1667.4585","15429.7969","322.4612","574.8854","870.3705","1448.0878","2023.4022","1297.1588"
"SEN","14/01/2019","4","2543.8618","0","22.9829","1669.5626","15134.0131","321.5009","592.91","981.9426","1448.9669","1979.9325","1294.9698"
"SEN","14/01/2019","5","2564.2578","0","27.0379","1666.7726","15432.2325","320.8207","597.1108","985.5639","1449.2732","1969.3727","1299.0642"
"SEN","14/01/2019","6","2605.7847","0","25.2031","1889.7125","16382.42","338.5296","591.3961","919.5068","1449.2826","2077.8033","1331.0702"
"SEN","14/01/2019","7","2560.3453","0.0091","22.5742","2811.0025","16870.7443","392.2137","591.5135","937.9137","1449.9079","2310.5706","1920.312"
"SEN","14/01/2019","8","2674.7084","13.3121","21.7075","3056.7299","17831.2375","386.8997","590.2596","1338.4858","1450.5961","2601.2943","1954.2948"
"SEN","14/01/2019","9","2690.8293","514.8673","20.9433","3059.2822","17929.615","388.0527","567.5695","1575.624","1450.231","2639.8364","1955.0328"
"SEN","14/01/2019","10","2767.3636","1252.9407","24.9394","3070.4757","18180.7036","385.7328","563.7654","1747.3326","1449.9033","2693.9148","1947.675"
"SEN","14/01/2019","11","2788.1977","1462.0783","24.7433","2955.0316","18446.2575","378.5338","563.546","1813.6999","1448.9639","2825.7914","1956.6629"
"SEN","14/01/2019","12","2835.9536","1506.4902","24.1939","3026.4688","18464.5391","390.6311","561.7778","2106.8079","1448.2471","2839.9806","1954.0885"
"SEN","14/01/2019","13","2881.8706","1523.4903","21.1555","3088.1432","18500.8742","396.3606","560.8798","2247.6099","1447.5474","2767.6802","1914.5499"
"SEN","14/01/2019","14","2890.8695","1533.7604","23.0138","3086.7523","18258.3857","393.5933","560.2398","2098.3802","1447.2743","2826.7198","1919.5217"
"SEN","14/01/2019","15","2930.429","1522.6798","24.2887","3089.3111","18304.8519","382.3435","551.5517","1785.7855","1447.2748","2917.735","1941.6728"
"SEN","14/01/2019","16","2953.9521","1516.507","23.8423","3090.296","18275.1408","393.2268","548.2827","1796.5377","1446.5565","2962.6976","1903.6713"
"SEN","14/01/2019","17","3017.9133","1294.0801","25.829","3091.423","18267.1479","400.9238","546.9552","2006.5435","1445.9275","3069.0089","1881.3765"
"SEN","14/01/2019","18","3048.0706","544.1308","24.9121","3092.4888","18359.4763","402.41","549.2449","2496.1243","1446.573","3156.2704","1884.1496"
"SEN","14/01/2019","19","3048.7684","12.3788","24.876","3094.9657","18890.9819","410.0054","547.3514","3320.7001","1446.5395","3129.5205","1913.7849"
"SEN","14/01/2019","20","2992.709","0.012","25.0655","3092.5598","18985.9648","418.1634","545.761","4408.4735","1447.2198","3144.5682","1804.1489"
"SEN","14/01/2019","21","2883.1074","0.012","22.6709","3093.1506","19117.8926","413.3216","546.1007","4150.4266","1447.0987","3104.6899","1754.6866"
"SEN","14/01/2019","22","2843.744","0.012","25.4724","3091.2754","18994.5706","406.9836","546.321","3474.537","1446.6394","2765.4069","1751.126"
"SEN","14/01/2019","23","2946.7871","0.012","25.0962","3093.5169","18467.3417","401.6211","567.3252","2439.1927","1446.6098","2555.4829","1774.6981"
"SEN","14/01/2019","24","2971.7709","0.013","22.9302","2671.9828","18073.0193","390.5217","573.3202","1668.8188","1446.5201","2539.0282","1787.2413"
"SEN","15/01/2019","1","2852.3767","0.021","24.2271","2112.8307","18059.852","380.3061","566.2362","1112.7252","1446.7222","2395.3307","1702.8668"
"SEN","15/01/2019","2","2658.7914","0.024","24.5845","1935.202","17847.9341","336.5681","550.522","1015.2124","1447.0106","2368.4816","1494.0888"
