"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: junio 2019"
"Proceso de Liquidacion: Re-Liquidacion Intermedia (L2) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 20/oct/2019 05:10:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","13/06/2019","24","2431.1466","0.0006","21.4735","2797.6923","22834.2354","379.7703","603.6327","3872.3017","1442.5795","6182.8784","2180.2143"
"SEN","14/06/2019","1","2310.8908","0.0018","23.2769","2693.1293","22790.8949","376.5452","605.5287","2409.887","1437.5776","5861.5462","2118.1441"
"SEN","14/06/2019","2","2215.0942","0","20.2365","2591.9445","22626.7753","376.5273","607.5658","2080.0283","1435.1229","4881.0338","2084.1412"
"SEN","14/06/2019","3","2154.6689","0","14.3755","2507.4812","22107.7713","371.7569","607.0035","1903.5343","1432.4863","4528.4015","2076.6492"
"SEN","14/06/2019","4","2005.9215","0","19.8442","2088.8427","21858.8769","370.6941","606.9398","2103.3139","1429.5729","4507.6306","1982.775"
"SEN","14/06/2019","5","1853.4066","0","4.1931","2054.2495","21859.2691","369.2355","607.9322","1935.7828","1427.714","4416.6478","1859.6688"
"SEN","14/06/2019","6","1878.89","0.0968","4.3027","2136.951","22044.8208","371.5066","609.3709","1948.5934","1425.1477","4322.8391","1919.2663"
"SEN","14/06/2019","7","1520.7513","4.5015","5.5875","2794.5937","21909.646","374.4227","607.7948","2233.1767","1423.4881","4334.8632","1991.8795"
"SEN","14/06/2019","8","1448.3864","214.3622","15.5955","2877.1098","22176.7175","375.8432","607.4508","2368.0773","1421.0006","4262.1876","2010.515"
"SEN","14/06/2019","9","1273.0653","1467.0369","19.3975","2871.9137","22372.7701","379.2026","606.1789","2428.458","1418.0981","4340.4527","2007.5813"
"SEN","14/06/2019","10","1384.8148","2554.3849","20.1232","2866.7997","22183.6136","379.1105","599.6697","2559.6984","1415.862","4562.2375","2095.7152"
"SEN","14/06/2019","11","1428.8875","2975.266","19.8376","2865.7204","22235.6664","369.2783","592.7784","3002.1551","1414.0368","4576.595","2133.8804"
"SEN","14/06/2019","12","1398.5354","3171.2405","15.4552","2860.3753","22359.2949","360.6163","593.4785","3480.3946","1411.1883","4655.1488","2121.4706"
